Collection Name,identifier#1,identifierSource#1,title#1,title#1$2,title#1$1,titleType#1,titleSeries#1,subject#1,subjectAuthorityUsed#1,subject#2,subjectAuthorityUsed#2,subject#3,subjectAuthorityUsed#3,subject#4,subjectAuthorityUsed#4,subject#5,subjectAuthorityUsed#5,subject#6,subjectAuthorityUsed#6,subject#7,subjectAuthorityUsed#7,subject#8,subjectAuthorityUsed#8,description#1$1,description#1$2,description#1,descriptionType#1,description#2,descriptionType#2,genre#1,genreAuthorityUsed#1,coverageTemporal#1,coverageSpatial#1,contributor#1,contributorRole#1,contributor#10,contributorRole#10,contributor#11,contributorRole#11,contributor#2,contributorRole#2,contributor#3,contributorRole#3,contributor#4,contributorRole#4,contributor#5,contributorRole#5,contributor#6,contributorRole#6,contributor#7,contributorRole#7,contributor#8,contributorRole#8,contributor#9,contributorRole#9,publisher#1,publisherRole#1,rightsSummary#1,formatPhysical#1,formatDigital#1,formatLocation#1,formatMediaType#1,formatGenerations#1,formatStandard#1,formatEncoding#1,formatTimeStart#1,formatDuration#1,formatDataRate#1,formatBitDepth#1,formatSamplingRate#1,formatTracks#1,formatChannelConfiguration#1,language#1,formatIdentifier#1,formatIdentifierSource#1,annotation#1,annotation#2,annotation#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Conference On World Affairs Archives,cwa_97-126.mp3,"CWA/Archives, University of Colorado at Boulder",Memes on the Loose,,,Program,,,,,,,,,,,,,,,,,,,,"Moderated by Howard Wachtel. Robert Wright begins by talking about what memes are and the history of the term. Wright argues/explains why meme is a very important concept. Wright states that memes are units of cultural information. Ken Goldberg talks about how meme is a generalization of an ""idea"". Goldberg states why the propagation method of meme is very important. Goldberg then explains how technology can change the process of meme transmission. Roger Ebert talks about how memes comprise the total content of one's mind. Ebert then explains why memes are the cultural equivalent of genes.",Program,,,,,4/10/1997,University Memorial Center Ballroom,"Ebert, Roger",Panelist,,,,,"Goldberg, Ken",Panelist,"Wright, Robert",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 264, Tape 97-126",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:35:46,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539170,468,97-126.output.jpg
Conference On World Affairs Archives,cwa_97-107.mp3,"CWA/Archives, University of Colorado at Boulder",The Future of Cyberspace,,,Program,,,,,,,,,,,,,,,,,,,,Moderated by Robert Geier. Andy Ihnatko begins by talking about his impressions about the future of cyberspace. Ihnatko questions who is going to own the pipeline that connects people to the internet. Ihnatko then states that one can never really know what they're talking about when discussing the future of cyberspace. Ken Goldberg talks about the differences between virtual reality and telepresence.,Program,,,,,4/10/1997,University Memorial Center Ballroom,"Ebert, Roger",Panelist,,,,,"Ihnatko, Andy",Panelist,"Goldberg, Ken",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 263, Tape 97-107",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:24:33,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539161,468,97-107.output.jpg
Conference On World Affairs Archives,cwa_98-5104.mp3,"CWA/Archives, University of Colorado at Boulder",What I've Learned at the Conference on World Affairs,,,Program,,,,,,,,,,,,,,,,,,,,"Robert McClendon recalls trying to get into the University of Wyoming as a person of color. Wendell Harris tells an anecdote about Howard Higman. Joan Higman Davies mentions the lack of international participants. Leslie Green believes that he gained a ""sense of humility"" from the conference. Sayre Sheldon discusses Buckminster Fuller. Mary Redick recalls her experiences with sexism in academia. Nancy Ramsey also discusses sexism in academia and notes the ""importance of students."" Julie Fisher recalls going to the conference. Jonathan Broder discusses his first time at the conference. Eric Sterling discusses his first experiences with the conference.",Program,,,,,4/10/1998,University Memorial Center Ballroom,"Ebert, Roger",Panelist,"Redick, Mary",Panelist,"Davies, Joan Higman",Panelist,"McClendon, Robert",Panelist,"Green, Leslie",Panelist,"Fisher, Julie",Panelist,"Harris, Wendell",Panelist,"Sheldon, Sayre",Panelist,"Ramsey, Nancy",Panelist,"Sterling, Eric",Panelist,"Broder, Jonathan",Panelist,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 268, Tape 98-5104",Sound,Audio/Original recording,MPEG Audio,mp3,12:00:00-07:00,1:36:06,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539251,468,98-5104.output.jpg
Conference On World Affairs Archives,cwa_63-41.mp3,"CWA/Archives, University of Colorado at Boulder",Castrology,,,Program,Series XVII: Latin America,"Cuba--History--Revolution, 1959",LCSH,"Castro, Fidel, 1926-",naf,"Batista y Zaldívar, Fulgencio, 1901-1973",naf,Imperialism,LCSH,"Brown, John, 1800-1859",naf,Antislavery movements--United States,LCSH,Communism--Cuba,LCSH,,,,,"Samuel Shapiro compares Fidel Castro and the Cuban revolution with the abolitionist John Brown in the United States. J.P. Morray speaks to charges against Castro: cruelty, power hunger, long-windedness, treacherousness, deceit. I.F. Stone states that Cuba is the only country to emerge out of anti-colonialism after World War II which went Communist. He says that we made Cuba completely dependent on Moscow, and that Castro is fundamentally an independent person in contrast to the moribund Soviet bureaucracy. John Culver critically remarks on passages in J.P. Morray's book, and also on an article by Samuel Shapiro on which his talk was based. Panel chair Rita Weiss presiding.",Program,"@00:35 Rita Weiss introduces the speakers in speaking order: Samuel Shapiro, J. P. Morray, I.F. Stone, and John Culver. @03:17 Samuel Shapiro talks @22:30 Shapiro ends @22:40 J.P. Morray talks @31:23 tape cwa_63-41-1 ends @00:00 tape cwa_63-41-2 begins, M",Segment Sequence,,,4/11/1963,University Memorial Center Ballroom,"Shapiro, Samuel",Panelist,,,,,"Morray, J. P. (Joseph P.), 1916-",Panelist,"Stone, I. F. (Isidor Feinstein), 1907-1989",Panelist,"Culver, John",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 24, tape 63-41",Sound,Audio/Original recording,MPEG Audio,mp3,16:10:00-07:00,2:25:41,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/8d2l0f,"CWA/Archives, University of Colorado at Boulder",,,,355734,455,cwa_63-41.jpg
Conference On World Affairs Archives,cwa_63-35.mp3,"CWA/Archives, University of Colorado at Boulder",Man to the Moon,,,Program,Space,NASA Advisory Council,LCSH,Moon -- Exploration,LCSH,Project Apollo (U.S.),LCSH,,,,,,,,,,,,,"The main speaker explains the Apollo program its goal: to send three men to the moon. The machinery will weigh approximately 90,000 pounds and be extremely sensitive to calculations, which are vital for accurate calibration for space travel. The speakers illustrate its components, durability, and how well it will be able to maneuver in orbit and be able bring the men back to the same location on the planet. There will be a central location built for monitoring around the nation as it is on its mission. One speaker describes the Apollo program as resulting from political decisions, such as economy, prestige of the country, and interest to send someone to the moon.",Program,@00:06 Mason begins @29:23 Mason ends @30:10 panel discussion @1:35:06 tape ends,SegmentSequence,,,4/11/1963,University Memorial Center Ballroom,"Mason, Robert",Panelist,,,,,"Davis, G. Deane",Panelist,"Parrish, Noel Francis",Panelist,"Loosbrock, John",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 23, Tape 63-35",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:35:06,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/ka3388,"CWA/Archives, University of Colorado at Boulder",,,,472899,455,cwa_63-35.jpg
Conference On World Affairs Archives,cwa_78-15.mp3,"CWA/Archives, University of Colorado at Boulder",The Bomb,,,Program,Series VI: Survival of the Human Race,,,,,,,,,,,,,,,,,,,"Moderated by Antonette Stepanak. Gerald Mason Feigen begins by talking about the atom bomb and discusses some situations involving nuclear weapons that could eventually lead to war. Gerard Gray Grant explains how all forms of nuclear weaponry involve fallout. Grant briefly mentions two moral elements, use of means and use of force. John W. Spanier talks about how disarmament is not feasible. Spanier states that there is no solution to nuclear weapons, and that people just learn to live with problems as best as they can. William von Eggers Doering suggests that the audience should not let the issue of nuclear weapon, power, or waste recede into the background of their active conscious.",Program,,,,,4/11/1978,University Memorial Center Ballroom,"Feigen, Gerald Mason",Panelist,,,,,"Doering, William von Eggers",Panelist,"Spanier, John W.",Panelist,"Grant, Gerard Gray",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 142, Tape 78-15",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,0:58:13,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/r753x0,"CWA/Archives, University of Colorado at Boulder",NLB,,,489660,455,cwa_78-15.jpg
Conference On World Affairs Archives,cwa_79-74.mp3,"CWA/Archives, University of Colorado at Boulder",Conversion,,,Program,Series I: The Arms Race,Disarmament -- Economic aspects -- United States,LCSH,Economic conversion -- United States.,LCSH,,,,,,,,,,,,,,,"Moderated by George W. Zinke. Robert W. DeGrasse discusses how planned economic conversion could help cities transition from economies centered around military expenditure to ones based upon the production of consumer goods, particularly the development of solar energy. Betty Goetz Lall addresses why the U.S. needs conversion and how it could be achieved. Jeannine Honicker states that disarmament needs to begin in the U.S. through the process of conversion.",Program,00:00:03 George W. Zinke begins* 00:00:47 Zinke ends* 00:00:52 Robert W. DeGrasse begins 00:13:21 DeGrasse ends 00:13:27 Zinke begins 00:14:11 Zinke ends 00:14:17 Betty Goetz Lall begins 00:27:42 Lall ends 00:27:49 Zinke begins 00:28:53 Zinke ends 00:28:58 Jeannine Honicker begins 00:33:28 Honicker ends 00:33:35 Questions from the audience begin 01:09:11 End of tape,SegmentSequence,,,4/11/1979,University Memorial Center Ballroom,"Honicker, Jeannine",Panelist,,,,,"Lall, Betty G. (Betty Goetz)",Panelist,"DeGrasse, Robert",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 154, Tape 79-74",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:09:11,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,489723,455,cwa_79-74.jpg
Conference On World Affairs Archives,cwa_79-70.mp3,"CWA/Archives, University of Colorado at Boulder",In the Hospital,,,Program,Series XXV: The Men's Room,Surgery -- Practice -- United States.,LCSH,Hospitals-- United States,LCSH,Alternative medicine,LCSH,Physicians -- Malpractice -- United States.,LCSH,,,,,,,,,,,"Moderated by Walter B. Lovelace. Marcia Millman describes her experiences following various medical professionals in a hospital for several months, focusing mostly on medical mortality review meetings and malpractice. Mary Redick analyzes medical systems ""cross-culturally."" Roger Ebert discusses a movie about a man's battle with cancer, his personal experience with doctors, and the novel Blood and Money.",Program,00:00:08 Walter B. Lovelace begins 00:03:59 Lovelace ends 00:04:00 Marcia Millman begins 00:24:22 Millman ends 00:25:13 Mary Redick begins 00:36:52 Redick ends 00:36:53 Roger Ebert begins 00:47:23 Ebert ends 00:47:28 Questions from the audience begins 01:17:00 Questions from the audience end 01:18:00 End of tape,SegmentSequence,,,4/11/1979,Guggenheim Geography 201,"Ebert, Roger",Panelist,,,,,"Millman, Marcia",Panelist,"Redick, Mary",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 153, Tape 79-70",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:18:00,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/gj8582,"CWA/Archives, University of Colorado at Boulder",sh,,,538747,468,79-70.output.jpg
Conference On World Affairs Archives,cwa_79-6P.mp3,"CWA/Archives, University of Colorado at Boulder",Message From the Village,,,Program,Plenary Session,Developing countries -- Economic conditions -- 20th century.,LCSH,Developing countries -- Population.,LCSH,Women -- Economic conditions -- Developing countries.,LCSH,Developing countries -- Social conditions -- 20th century.,LCSH,,,,,,,,,,,"Moderated by Milton E. Lipetz. Perdita Huston talks about the lives and the families of several villages she has visited in Indonesia, Kenya, Sri Lanka, Mexico and other countries. She explains that she questioned the people in the villages about how the economy and negative or positive change has affected them. Huston also talks about the gap between men and women. She states that it is a fact that for women choices are limited. Huston discusses how she provided the women a chance to voice their opinions.",Program,00:00:05 Milton E. Lipetz introduces speaker Perdita Huston 00:01:41 Perdita Huston begins 00:37:46 Huston ends 00:32:04 Questions from audience begins 00:49:13 Tape ends,SegmentSequence,,,4/11/1979,University Memorial Center Ballroom,"Huston, Perdita, 1936-",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 148, Tape 79-6P",Sound,Audio/Original recording,MPEG Audio,mp3,09:00:00-07:00,0:49:13,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/l83im9,"CWA/Archives, University of Colorado at Boulder",sh,,,473319,455,cwa_79-6P.jpg
Conference On World Affairs Archives,cwa_79-8P.mp3,"CWA/Archives, University of Colorado at Boulder",Salt II,,,Program,Plenary session,Detente,LCSH,Cold War,LCSH,Arms race -- History -- 20th century,LCSH,Strategic weapons systems,LCSH,Intercontinental ballistic missiles,LCSH,Strategic Arms Limitation Talks II,LCSH,,,,,,,"Moderated by Courtland H. Peterson. Thomas A. Halsted defends SALT II, which would limit further development of strategic nuclear weapons. Halsted begins by presenting a history of SALT, continues into the reasons why people have been opposed to SALT, summarizes what SALT will and will not achieve, and finishes with various viewpoints of SALT.",Program,00:00:00 Courtland H. Peterson begins 00:01:44 Peterson ends 00:01:51 Thomas A. Halsted begins 00:41:36 Halsted ends 00:41:47 Questions from the audience begin 00:45:43 End of tape,SegmentSequence,,,4/11/1979,University Memorial Center Ballroom,"Halsted, Thomas A.",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 148, Tape 79-8P",Sound,Audio/Original recording,MPEG Audio,mp3,09:00:00-07:00,0:45:43,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/l7wsu3,"CWA/Archives, University of Colorado at Boulder","At time of this presentation, Halsted was Public Affairs Adviser, United States Arms Control and Disarmament Agency.",,,489730,455,cwa_79-8P.jpg
Conference On World Affairs Archives,cwa_80-103.mp3,"CWA/Archives, University of Colorado at Boulder",Columnists,,,Program,Series XXIV: The Literary Arts,Journalists -- United States -- Biography.,LCSH,"Royko, Mike, 1932-1997",LCSH,"Greene, Bob",LCSH,Newspaper columns,LCSH,,,,,,,,,,,"Moderated by Kenny Weisburg. Olga Carlyle talks about some specific columnists: Herb Caen, Kevin Starr, and Russell Baker. Roger Ebert gives a short biography of Mike Royko and Bob Green. Peter S. Greenberg further elaborates on Royko, Green, and Breslin, discusses other well-known columnists, and examines whether reporters could be considered columnists. Eric Lax describes his experience as a columnist. Kenny Weisburg tells an anecdote about Green in Boulder.",Program,00:00:15 Kenny Weisburg begins 00:02:05 Weisburg ends 00:02:09 Olga Carlyle begins 00:11:27 Carlyle ends 00:11:30 Roger Ebert begins 00:25:35 Ebert ends 00:25:42 Peter S. Greenberg begins 00:34:16 Greenberg ends 00:34:23 Eric Lax begins 00:38:54 Lax ends 00:39:04 Kenny Weisburg begins 00:40:18 Weisburg ends 00:40:32 Questions from the audience begin 01:15:33 Questions from the audience end 01:17:00 End of tape,SegmentSequence,,,4/11/1980,Old Main Chapel,"Ebert, Roger",Panelist,,,,,"Lax, Eric",Panelist,"Davis, Deborah",Panelist,"Greenberg, Peter S.",Panelist,"Carlyle, Olga",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 167, Tape 80-103",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:17:00,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/70fm13,"CWA/Archives, University of Colorado at Boulder",sh,,,538756,468,80-103.output.jpg
Conference On World Affairs Archives,cwa_80-17P.mp3,"CWA/Archives, University of Colorado at Boulder",Moving the World,,,Program,Plenary Session,Oral interpretation of poetry,LCSH,Political oratory,LCSH,,,,,,,,,,,,,,,"A group of three speakers give small commentaries loosely based around the theme of ""moving the world"". The first speaker, Peter Davidson, does a poetry and prose reading on the theme. The second and third speakers provide humorous commentary on politics and contemporary events in 1980.",Program,0:00-intro 1:30-Peter Davidson 7:16-Eric Lax 15:30-Peter Tauber,SegmentSequence,,,4/11/1980,University Memorial Center Ballroom,"Davidson, Peter",Panelist,,,,,"Lax, Eric",Panelist,"Tauber, Peter",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 160, Tape 80-17P",Sound,Audio/Original recording,MPEG Audio,mp3,13:00:00-07:00,0:41:49,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/w438zw,"CWA/Archives, University of Colorado at Boulder",,,,473339,455,cwa_80-17P.jpg
Conference On World Affairs Archives,cwa_85-104.mp3,"CWA/Archives, University of Colorado at Boulder",Hollywood in the Living Room: The VCR Revolution,,,Program,Series VII: Popular American Culture,Videocassette recorders,LCSH,Videocassettes.,LCSH,Motion pictures and teenagers -- United States.,LCSH,Motion pictures -- Appreciation -- Technological innovations.,LCSH,,,,,,,,,,,"Moderated by Paul Shankman. Roger Ebert begins by showing a clip of Beyond the Valley of the Dolls and then lists the differences between seeing a movie in a theater and watching it on VCR. Michael Stoff discusses some of the pros and cons of using a VCR to play movies for his children, making home videos, and how the VCR has revolutionized viewing pornography. Stoff concludes by analyzing VCR from a historical viewpoint. Lynn Minton discusses the movie-viewing experience, how the VCR has come to replace aspects of it, and teenagers in relation to the movies.",Program,00:01:12 Paul Shankman begins 00:03:11 Shankman ends 00:03:16 Roger Ebert begins 00:29:01 Ebert ends 00:29:19 Michael Stoff begins 00:43:19 Stoff ends 00:43:34 Lynn Minton begins* 00:55:44 Minton ends* 00:55:45 Discussion among the panelists begins 01:09:25 Discussion among the panelists ends 01:09:26 Questions from the audience begin 01:51:20 Questions from the audience end 02:01:00 End of tape,SegmentSequence,,,4/11/1985,Old Main Chapel,"Ebert, Roger",Panelist,,,,,"Minton, Lynn",Panelist,"Stoff, Michael",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 222, Tape 85-104",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,2:01:00,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/l04txn,"CWA/Archives, University of Colorado at Boulder",sh,Some portions of this recording are indecipherable. They are indicated by asterisks in the description.,,538783,468,85-104.output.jpg
Conference On World Affairs Archives,cwa_88-1P.mp3,"CWA/Archives, University of Colorado at Boulder",How Really to Defend America,,,Program,Plenary,Cold War,LCSH,Military-industrial complex -- United States,LCSH,Nuclear warfare,LCSH,United States -- Foreign relations -- Japan,LCSH,United States -- Foreign relations -- Germany,LCSH,National security -- United States,LCSH,,,,,,,"Moderated by Gordon Gee. Admiral Gene R. LaRocque gives his view on the state of America with relation to national defense. LaRocque argues for a responsible, defensive military, and against a permanent military industry. He also advocates for withdrawing American troops from Europe and Asia. LaRocque ends with a note of optimism, foreseeing the end of the Cold War to be imminent. Questions from the audience follow.",Program,@00:01 Gordon Gee begins @02:55 Gee ends @03:05 Gene R. LaRocque begins @39:26 LaRocque ends @41:26 Questions from the audience @54:35 End of Tape,SegmentSequence,,,4/11/1988,Macky Auditorium,"La Rocque, Gene R., (Gene Robert), 1918-",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 244, Tape 88-1P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:54:35,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/zq02qm,"CWA/Archives, University of Colorado at Boulder",also video 273,,,356214,455,cwa_88-1P.jpg
Conference On World Affairs Archives,cwa_88-25.mp3,"CWA/Archives, University of Colorado at Boulder",The History of the Bomb,,,Program,Series XXVI: Rethinking National Security,,,,,,,,,,,,,,,,,,,"Moderated by John Williams. Michael Stoff presents a history of the ""atomic age,"" and begins with a letter Albert Einstein sent to President Roosevelt about the possibility of the Nazis creating an atomic bomb. Stoff discusses actions during WWII that lead to the Cold War, including the actions of General Leslie Groves, the distrust between Russia and the U.S., the viewpoints of various scientists on using the bomb, and Truman's handling of the bomb. Warren Broderick explores how the atomic bomb influenced scientific communities and governments worldwide by comparing the atomic age and the space age.",Program,,,,,4/11/1988,University Memorial Center 158,"Stoff, Michael",Panelist,,,,,"Broderick, Warren",Panelist,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 245, Tape 88-25",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:50:09,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,489828,455,cwa_88-25.jpg
Conference On World Affairs Archives,cwa_89-2P.mp3,"CWA/Archives, University of Colorado at Boulder",Is the Cold War Really Over and What Should We Do About it?,,,Program,Plenary Session,Cold War,LCSH,United States -- Dept. of Defense,LCSH,Military-industrial complex,LCSH,United States -- Relations -- Soviet Union,LCSH,,,,,,,,,,,"Former admiral and military analyst Gene La Rocque discusses the role of defense and foreign policy after the fall of the Soviet Union. La Rocque proposes that there needs to be a radical restructuring of the defense apparatus with the demise of the Soviet Union. He argues that there are a number of important issues that should generate more focus in the post-cold war world. He argues that this will be difficult as the end of the Cold War makes many people useless, and that a great deal of profit and influence are tied up with the growth of the defense department for things that are obsolescent.",Program,0:00-Introduction by John Dotson 3:35- LaRocque speaks 30:57-Questions,SegmentSequence,,,4/11/1989,Macky Auditorium,"La Rocque, Gene R. (Gene Robert), 1918-",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mpeg,"Box 249, Tape 89-2P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,1:01:19,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/u2x911,"CWA/Archives, University of Colorado at Boulder",,,,473459,455,cwa_89-2P.jpg
Conference On World Affairs Archives,cwa_89-42.mp3,"CWA/Archives, University of Colorado at Boulder",Why is it Impossible to Walk Joyfully in American Cities?,,,Program,Series XXXIII: … in a Meaner and Rougher World,,,,,,,,,,,,,,,,,,,"Moderated by Karl Openshaw. Roger Ebert begins by stating that it's almost impossible to walk around an American city in the same way one walks around London or Paris. Ebert talks about two things that have happened to take away the joy in walking in American cities. Margot explains that the thing that prevents people from walking joyfully is because most of them are not doing what they want to do, and not living the life that they want. Phillip K. Bock discusses how walking joyfully has a lot to do with expectations. Bock then briefly talks about walking down a public street.",Program,,,,,4/11/1989,University Memorial Center 235,"Ebert, Roger",Panelist,,,,,"Adler, Margot",Panelist,"Bock, Phillip K.",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 250, Tape 89-42",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,2:01:43,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538945,468,89-42.output.jpg
