"Collection Name","identifier#1","identifierSource#1","Identifier ARK#1","identifier#2","identifierSource#2","title#1","titleType#1","titleSeries#1","subject#1","subjectAuthorityUsed#1","subject#2","subjectAuthorityUsed#2","subject#3","subjectAuthorityUsed#3","subject#4","subjectAuthorityUsed#4","subject#5","subjectAuthorityUsed#5","subject#6","subjectAuthorityUsed#6","subject#7","subjectAuthorityUsed#7","subject#8","subjectAuthorityUsed#8","description#1","descriptionType#1","description#2","descriptionType#2","genre#1","genreAuthorityUsed#1","coverageTemporal#1","coverageSpatial#1","contributor#1","contributorRole#1","contributor#10","contributorRole#10","contributor#11","contributorRole#11","contributor#2","contributorRole#2","contributor#3","contributorRole#3","contributor#4","contributorRole#4","contributor#5","contributorRole#5","contributor#6","contributorRole#6","contributor#7","contributorRole#7","contributor#8","contributorRole#8","contributor#9","contributorRole#9","publisher#1","publisherRole#1","rightsSummary#1","dateCreated#1","formatPhysical#1","formatDigital#1","formatMediaType#1","formatGenerations#1","formatStandard#1","formatEncoding#1","formatDataRate#1","formatBitDepth#1","formatSamplingRate#1","formatTracks#1","formatChannelConfiguration#1","language#1","formatPhysical#2","formatDigital#2","formatLocation#2","formatMediaType#2","formatGenerations#2","formatStandard#2","formatEncoding#2","formatTimeStart#2","formatDuration#2","formatDataRate#2","formatBitDepth#2","formatSamplingRate#2","formatTracks#2","formatChannelConfiguration#2","language#2","formatIdentifier#1","formatIdentifierSource#1","annotation#1","annotation#2","annotation#3","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/g61z5339h4cx","cwa_74-4.mp3_1","CWA/Archives, University of Colorado at Boulder","Movies Aren't Talkies Anymore","Program","Series X: Is Art Saying Anything to Anyone","Motion pictures","http://id.worldcat.org/fast/1027285","Feature films","http://id.worldcat.org/fast/922105","","","","","","","","","","","","","Moderated by Curt Zimansky. Roger Ebert begins by talking about how movies made in mid-1960s have no meaning and no paraphrasable content. Ebert then talks about how people read novels to find out how it ends. Also, Ebert provides two ways in which a director deals with their ideas. Steven A. Linn talks about why people tend to put film in a category separate from other art forms. Larry Horton explains why movies are the only art form where one can sit down with anybody and get an honest response.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Memorial Forum","Ebert, Roger","Panelist","","","","","Linn, Steven A.","Panelist","Horton, Larry","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1974-03-11","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 111, Tape 74-4","Sound","Audio/Original recording","MPEG Audio","audio/mp3","14:00:00-07:00","1:46:06","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538567","468","74-4.output_1.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538567~133220"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/6w6h1f2630wp","cwa_80-17P.mp3","CWA/Archives, University of Colorado at Boulder","Moving the World","Program","Plenary Session","Oral interpretation of poetry","http://id.worldcat.org/fast/1047080","Political oratory","http://id.worldcat.org/fast/1069380","","","","","","","","","","","","","A group of three speakers give small commentaries loosely based around the theme of ""moving the world"". The first speaker, Peter Davidson, does a poetry and prose reading on the theme. The second and third speakers provide humorous commentary on politics and contemporary events in 1980.","Program","0:00-intro 1:30-Peter Davidson 7:16-Eric Lax 15:30-Peter Tauber","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Davidson, Peter","Panelist","","","","","Lax, Eric","Panelist","Tauber, Peter","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1980-04-11","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 160, Tape 80-17P","Sound","Audio/Original recording","MPEG Audio","audio/mp3","13:00:00-07:00","0:41:49","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/w438zw","CWA/Archives, University of Colorado at Boulder","","","","473339","455","cwa_80-17P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~473339~128588"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/0n4d5778t7f0","cwa_74-24.mp3_1","CWA/Archives, University of Colorado at Boulder","Murder By the Gross","Program","Series XV: Terrorism","Terrorism","http://id.worldcat.org/fast/1148101","Radicalism","http://id.worldcat.org/fast/1087015","Mass murder","http://id.worldcat.org/fast/1011417","Murder","http://id.worldcat.org/fast/1029781","","","","","","","","","Moderated by Kenneth R. Hammond. Steven A. Linn begins by talking about a few murders that have occurred. Roger Ebert talks about terrorism by the gross and states that it is both an individual and institutional thing. Ebert then discusses extremist movements in the world. Larry Horton talks about articles released after the Kennedy assassination. Edwin Casebeer explains why he thinks of terrorism as a political act. Casebeer then states how mass murder terrorizes people, but is not necessarily an act of terrorists. Christopher Cory discusses the safety valve theory of surrogate violence. Cory questions if there are societies with less than greater degrees of violence.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Ebert, Roger","Panelist","","","","","Casebeer, Edwin","Panelist","Cory, Christopher","Panelist","Linn, Steven A.","Panelist","Horton, Larry","Panelist","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1974-03-12","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 112, Tape 74-24","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:25:49","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538549","468","74-24.output_1.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538549~133218"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/mj966239z063","cwa_85-13P.mp3","CWA/Archives, University of Colorado at Boulder","Music and Language","Program","Plenary","Gogh, Vincent van, 1853-1890","http://id.worldcat.org/fast/32032","Painting","http://id.worldcat.org/fast/1050567","Orchestral music","http://id.worldcat.org/fast/1047289","Language and languages","http://id.worldcat.org/fast/992154","","","","","","","","","Moderated by Robert R. Fink; 00:50 Fink introduces the panel and the topic of Music and Language; 00:57 Bernard Rands apologizes because the presentation was supposed to be a joint presentation with Mel Powell but Powell could not make it; 01:45 Rands begins his discussion about the relationship between text or language and the musical context that can be created. He also explains that he usually talks about the syntax and grammar of music but will talk about â€œvisual languageâ€ and how, for example, a painting can create analogies in music instead. He talks about an opera that was based on the life and work of the painter, Vincent van Gogh; 04:25 Rands talks about the technique of the paintings â€œBeach at Scheveningen in Stormy Weatherâ€ and â€œBeach at Scheveningen in Calm Weather.â€ He continues to talk about the foreground, middle ground, and background of the paintings and the surface detail which he makes a connection to in the orchestral surface and compositional sound; 07:23 Rands plays a recording of the orchestra to demonstrate the relation of language between the boats and people in the paintings to the sound, or compositional nature, of the orchestra; 11:09 Rands stops the recording and continues to talk about the quality of the recording and Vincent van Gogh; 12:18 Rands talks about the drawing â€œSorrowâ€ by Vincent van Gogh. He talks about the surface drawing as an outline, the second drawing being more elaborate and then the third stage of the drawing being the most complex. He relates the stages of the drawing to variations in music; 14:30 Rands plays the next recording related to â€œSorrowâ€; 20:27 Rands mentions a painting titled â€œThe Tambourinâ€ or [â€œAgostina Segatori Sitting in the CafÃ© du Tambourinâ€] and talks about the cafÃ© in Paris that many artists would visit. He continues to talk about the geometry of the cafÃ© setting in the painting; 23:06 Rands plays a recording that reflects the language of the painting â€œAgostina Segatori Sitting in the CafÃ© du Tambourinâ€; 28:12 Rands stops the recording and talks about light in a painting. Rands continues to talk about the uneasy relationship Vincent van Gogh and Paul Gaugin had with their fathers. He relates the â€œinner lightâ€ of Vincent van Gogh to his artistry; 31:05 Rands talks about two van Gogh paintings and the difference in light: â€œThe Night CafÃ©â€ and â€œCafÃ© Terrace at Nightâ€; 33:00 Rands starts the next recording in relation to the two paintings about the night cafÃ©; 37:20 Rands ends the recording and concludes with a painting titled [â€œThe Dance Hall in Arlesâ€]; 39:00 Rands starts the final recording about the dance in Arles; 42:45 Rands ends the recording and thanks the audience for listening.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","[Memorial Ballroom]","Rands, Bernard","Panelist","","","","","[Powell, Mel]","Panelist","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1985-04-11","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","","Sound","Audio/Original recording","MPEG Audio","audio/mp3","","43:00:00","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","356144","455","cwa_85-13P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~356144~128648"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/dx3f1719868n","cwa_90-102.mp3","CWA/Archives, University of Colorado at Boulder","Music and Movies","Program","Series XXIII: Art and Music","Motion pictures","http://id.worldcat.org/fast/1027285","Motion picture music","http://id.worldcat.org/fast/1726674","Emotions","http://id.worldcat.org/fast/908819","","","","","","","","","","","Moderated by John Galm. Roger Ebert begins by talking about how movies have too much music. Marian Edmunds questions if reality should be underscored with music. Edmunds also questions if film and music can collaborate, and still remain art forms of their own integrity. Johnny Mandel briefly talks about scoring the news. Mandel then explains why there is a lot of music in film today. Dave Grusin talks about why music is put in film for various reasons, and states that the underlying reason is to manipulate how one feels. Grusin then answers Edmunds question regarding film and music collaborating.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center 235","Ebert, Roger","Panelist","","","","","Grusin, Dave","Panelist","Mandel, Johnny","Panelist","Edmunds, Marian","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1990-04-13","","","","","","","","","","","","","","audio/mpeg","Box 254, Tape 90-102","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:41:52","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","538990","468","90-102.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538990~133266"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/sd6q1b17n9hk","cwa_80-29.mp3","CWA/Archives, University of Colorado at Boulder","Music as Language","Program","Music","Music theory","http://id.worldcat.org/fast/1030620","Composition (Music)","http://id.worldcat.org/fast/871761","Music and language","http://id.worldcat.org/fast/1030478","","","","","","","","","","","In a diverse panel discussion about the relationship of music and language, changes in music syntax and theory are discussed from several academic perspectives(music theory, anthropology, computer science). These experts in various fields discuss the relationship between music and language and if there are distinct similarities between the two. Heavily discussed are the connections to linguistic theory(particularly Chomsky) and whether such ideas can be imported into thinking about music.","Program","0:00-Introduction 2:59-Speakers begin 34:00 Speakers comment on each other 49:05-Questions","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center 235","Fin, Robert","Panelist","","","","","Bach, Philip Carl","Panelist","Morse, Michael","Panelist","Rands, Bernard","Panelist","Moore, F. Richard","Panelist","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1980-04-08","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 162, Tape 80-29","Sound","Audio/Original recording","MPEG Audio","audio/mp3","10:00:00","1:51:39","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/sohb31","CWA/Archives, University of Colorado at Boulder","","","","473349","455","cwa_80-29.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~473349~128589"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/0v1p2n48z3k5","cwa_69-95.mp3","CWA/Archives, University of Colorado at Boulder","Mutual Accommodation or Extermination","Program","Series XII: Science","Extinction (Biology)","http://id.worldcat.org/fast/918969","Adjustment (Psychology)","http://id.worldcat.org/fast/796680","Evolution (Biology) and the social sciences","http://id.worldcat.org/fast/1746054","Evolution (Biology)--Philosophy","http://id.worldcat.org/fast/917312","","","","","","","","","Moderated by John Bramsen. Miroslav Soukop begins by talking about a general concept regarding mutual accommodation and extermination. Soukop introduces two concepts concerning culture system, social system, and personality system. Richard Felger talks about how extermination is like extinction. Felger then states that there is no way to measure the values of another species. Arden King questions how the concept of environment brings people a little bit closer to understanding themselves. King ends the panel by stating that in any animal, the question of survival lies in the accommodation within their environment.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Cristol Chemistry and Biochemistry 132","Soukop, Miroslav","Panelist","","","","","Felger, Richard","Panelist","King, Arden","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1969-04-18","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 74, Tape 69-95","Sound","Audio/Original recording","MPEG Audio","audio/mp3","14:10:00-07:00","1:33:27","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/mqxl16","CWA/Archives, University of Colorado at Boulder","NLB -- JZ","","","489513","455","cwa_69-95.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~489513~129539"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/5t309p45c3bj","cwa_74-8.mp3","CWA/Archives, University of Colorado at Boulder","Mutual Security in Europe","Program","Series XIV: Arms and the Man","Nuclear weapons","http://id.worldcat.org/fast/1040971","National security","http://id.worldcat.org/fast/1033711","Power (Social sciences)","http://id.worldcat.org/fast/1074219","","","","","","","","","","","Moderated by John Loeffler. Robert B. Bathurst starts by talking about how mutual security is a state of mind and a psychological perception of threat. Bathurst also mentions how power is about how well we perceive a threat. Thomas A. Halsted talks about nuclear weapon posture as another aspect to US military policy towards Europe. Halsted questions how nuclear weapon should be used towards our enemies and how it will enhance our European allies. William Wilberforce briefly states how both countries must have equal respect for the vital interest of both sides.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Cristol Chemistry and Biochemistry 132","Bathurst, Robert B.","Panelist","","","","","Halsted, Thomas A.","Panelist","Wilberforce, William","Panelist","Christopher","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1974-03-11","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 111, Tape 74-8","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:07:07","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/k1yit9","CWA/Archives, University of Colorado at Boulder","NLB","","","489604","455","cwa_74-8.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~489604~129552"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/324k1r45558s","cwa_65-1P.mp3","CWA/Archives, University of Colorado at Boulder","Myth and reality","Program","Plenary session","Reality","http://id.worldcat.org/fast/1091244","Reality in mass media","http://id.worldcat.org/fast/1904438","Consumption (Economics)","http://id.worldcat.org/fast/876455","Illusion (Philosophy)","http://id.worldcat.org/fast/967374","Advertising","http://id.worldcat.org/fast/797511","","","","","","","@00.03 Joseph R. Smiley introduces Marya Mannes @3:34 Marya Mannes talks @38:48 Mannes ends @40:05 tape ends","Segment Sequence","Marya Mannes describes the present day reality behind the illusions portrayed in commercials and mass media. She speaks about the persistence of myth in the face of that reality, and the ""smug incomprehension of people as to what is happening to them."" She stated the need for ""saints and sacrifices"" in order to rise above our present condition of malaise. Chairman Joseph R. Smiley presiding.","Program","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Macky Auditorium","Mannes, Marya","Speaker","","","","","","","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1965-04-12","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 30, tape 65-1P","Sound","Audio/Original recording","MPEG Audio","audio/mp3","11:00:00-07:00","40:05:00","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/97n8ym","CWA/Archives, University of Colorado at Boulder","","","","355784","455","cwa_65-1P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~355784~125049"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/wq838x5433md","cwa_66-4P.mp3","CWA/Archives, University of Colorado at Boulder","Nader on Cars","Program","Plenary","Traffic safety","http://id.worldcat.org/fast/1154212","Automobiles--Safety measures","http://id.worldcat.org/fast/823839","Traffic fatalities","http://id.worldcat.org/fast/1154141","Ford Motor Company","http://id.worldcat.org/fast/546509","","","","","","","","","Moderated by Eugene H. Wilson; 00:00 Wilson introduces Ralph Nader and reads from an editorial; 04:37 Nader begins his discussion. He talks about meeting the vice president of the Ford Motor Company; 05:40 Nader talks about the assault on the automobile and the fact that car accidents have led to the fourth leading cause of death in the United States. He also talks about the rising cost of money these accidents cause while the retail sales of the automobile continues to rise; 08:23 Nader expands on his discussion of pollution caused by cars; 09:20 Nader talks about the money the government has spent in research for automobile safety; 10:50 Nader talks about how he came to his opinions about automobile transportation. He mentions that the automotive transportation system has no accountability or responsibly for all of the accidents that occur; 14:35 Nader talks about the functionality of bumpers and how lucrative the business of fixing bumpers is; 15:45 Nader talks about the highway accident toll and the positive impact it has on the economy; 18:00 Nader states there is very little governmental role in highway safety and vehicle design and construction. He continues to say that the automobile industry has attempted to keep total control on their companies and the design of their cars; 21:20 Nader talks about obsolescence and vehicles in the automotive industry and quotes from prominent employees of Ford Motor Company; 23:30 Nader talks about the dagger fins on cars and how the automotive industry stated it had an aerodynamic purpose although since there is no formal reporting requirement at the manufacturerâ€™s level, several injuries had occurred with the dagger fins and companies were not held accountable; 26:38 Nader talks about the advertisement titled â€œSon of Gunâ€ and radio advertisements geared towards teenagers; 29:00 Nader talks about Fordâ€™s responses to safety complaints; 32:50 Nader mentions that a large number of traffic safety organizations have been financed by the automobile industry which shaped the regulations on the highway today; 35:30 Nader talks about the amount of defects in cars that are able to continue to drive on the highways and the driver takes the responsibility for the accident, not the manufacturer; 37:50 Nader lists examples of the general obfuscation of large organizations for example, the companies have actively cultivated consumer ignorance; 47:00 Nader talks about the safety issues of the Torenado. He continues to say that the automobile industry only reacts to external pressure which is why people now wear seatbelts; 50:30 Nader states it is necessary now more than ever for the government to start instilling safety standards. He says there needs to be an independent center for research; 58:09 Nader finishes his discussion.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Macky Auditorium","Nader, Ralph","Panelist","","","","","","","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1966-04-19","","","","","","","","","","","","","1/4 inch audio tape","audio/mpeg","","Sound","Audio/Original recording","MPEG Audio","audio/mp3","","59:08:00","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","355834","455","cwa_66-4P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~355834~128622"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/bj251m47g2r3","cwa_74-2P.mp3","CWA/Archives, University of Colorado at Boulder","Naked is the Best Disguise","Program","Plenary","Holmes, Sherlock","http://id.worldcat.org/fast/1906994","Nietzsche, Friedrich Wilhelm, 1844-1900","http://id.worldcat.org/fast/31611","Allegory","http://id.worldcat.org/fast/805516","Doyle, Arthur Conan, 1859-1930","http://id.worldcat.org/fast/1802123","","","","","","","","","Moderated by E. James Quigley; 00:00 Recording starts in the middle of a conversation about Sherlock Holmes; 01:22 Panelist, Sam Rosenberg talks about a story where he went to visit a remote place in Switzerland; 08:30 Rosenberg talks about the background of the author of Sherlock Holmes, Arthur Conan Doyle; 14:00 Rosenberg talks about how characteristics of Friedrich Nietzsche appear throughout characters and themes in the Sherlock Holmes stories. He concludes that the characters in Sherlock Holmes are not totally fictional but take on characteristics of real people in history; 15:00 Rosenberg talks about the book he wrote; 20:00 Rosenberg talks about the rumors of homosexuality between Watson and Sherlock Holmes; 21:30 Rosenberg continues to talk about references of Friedrich Nietzsche and themes of India and Dionysus seen throughout the Sherlock Holmes books; 24:24 Rosenberg explains that he discovered the first 24 Sherlock Holmes stories contain specific references to Catholic liturgy and Good Friday; 27:00 Rosenberg talks about the sexual and religious allegory in Sherlock Holmes; 34:50 Rosenberg talks about his literary investigations and his conclusion of the â€œConan Doyle syndrome.â€ Rosenberg also uses Doyleâ€™s poem â€œThe Inner Roomâ€ as a lead towards the â€œConan Doyle syndromeâ€ that he talks about; 37:18 Rosenberg talks about a specific chapter from the Sherlock Holmes novels to highlight all of the allegory Conan Doyle put in his stories; 42:40 Rosenberg ends with the thought that every detective story is an allegory where the reader is the detective; 45:27 Quigley thanks Rosenberg for his discussion and the recording ends.","Program","[cataloger's note: recording contains static]","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Macky Auditorium","Rosenberg, Sam","Panelist","","","","","","","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1974-03-12","","","","","","","","","","","","","1/4 inch audio tape","audio/mpeg","","Sound","Audio/Original recording","MPEG Audio","audio/mp3","","45:39:00","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","473209","455","cwa_74-2P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~473209~128574"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/907g9x9709j6","cwa_64-5P.mp3","CWA/Archives, University of Colorado at Boulder","Nation-Building in Israel","Program","Plenary Session","Religious Zionists","http://id.worldcat.org/fast/1093933","Nationalism--Israel","http://id.loc.gov/authorities/subjects/sh2010103309","Israel","http://id.worldcat.org/fast/1204236","","","","","","","","","","","The speaker focuses on the importance of Israel's national existence since 1948 and the desire for independence. This has resulted in negative struggles such as the Nazi period and elimination of aid centers for the Jews. Independence has also led to immigration, accompanied by the problems intertwined with population and economic growth. Thus, the national purpose has turned to focus on fusion, which is why work has begun on educational opportunities regardless of class for a new economy. Working towards peace, the speaker claims that the Middle East will always be an area of diversity, emphasizing that a citizen must be equal in democratic cities despite his class and/or religion.","Program","@00:04 host introduces speaker @2:33 Harman begins @40:12 Harman ends @40:50 open to audience @53:49 tape ends","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Macky Auditorium","Harman, Avraham","Speaker","","","","","","","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1964-04-14","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 25, Tape 64-5P","Sound","Audio/Original recording","MPEG Audio","audio/mp3","13:10:00-07:00","0:53:49","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/ll9j46","CWA/Archives, University of Colorado at Boulder","","","","472939","455","cwa_64-5P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~472939~128549"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/jj4k5z13m30d","cwa_76-52.mp3","CWA/Archives, University of Colorado at Boulder","NATO","Program","Series XVII: The World Without","North Atlantic Treaty Organization","http://id.worldcat.org/fast/529467","Armed Forces","http://id.worldcat.org/fast/814586","World politics","http://id.worldcat.org/fast/1181381","","","","","","","","","","","Moderated by Francis A. Beer. Christopher J. Makins begins by stating that the North Atlantic alliance is both a military and political organization. Makins explains the significant trends that have been occurring within the military organization of NATO, and also provides the political aspect of alliance. William L. Eagleton talks about how the alliance was set up to defend a group of countries against dangers from the Soviet Union, and not for problems amongst its own members. Patrick M. Morgan discusses the problems that cause debate in the military aspect of alliances. Richard C. Samuel ends the panel by making a brief comment about extra European affairs.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Memorial Forum","Eagleton, William L., Jr.","Panelist","","","","","Makins, Christopher J.","Panelist","Samuel, Richard C.","Panelist","Morgan, Patrick M.","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1976-04-07","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 129, Tape 76-52","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:29:48","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/z07fka","CWA/Archives, University of Colorado at Boulder","NLB","","","489646","455","cwa_76-52.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~489646~129558"
